,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,Pasivos por impuestos corrientes corriente,Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,Pasivos por impuestos corrientes no corriente,Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
731,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890200474,INCUBADORA SANTANDER SA,2018-12-31,A0145 - Cría de aves de corral,01. SOCIEDAD ANÓNIMA,CRA 15  3AN-50,SANTANDER,PIEDECUESTA-SANTANDER,Periodo Anterior,5090798,31006150,41511050,13967467,375305,39095884,2400905,,133447559,,133447559,9381948,335315426,,2979193,,45783116,256812,,18793476,,292299,,,412802270,546249829,6067842,,6067842,37176660,1123827,162764053,574752,207707134,,207707134,1318018,,1318018,,32993136,,144303123,,178614277,386321411,26492270,,,,,73985718,35922908,21443061,157843957,2084461,159928418,546249829
732,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890200685,PENAGOS HERMANOS S.A.S,2018-12-31,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 28 20 80,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Actual,477296,1026248,4738,,,964382,,,2472664,,2472664,12393395,64113,,1584256,73100035,,3902023,,383762,,,,,91427584,93900248,47922,77165,125087,2320370,74307,1008670,,3528434,,3528434,,,,,709340,,,161210,870550,4398984,1000000,,,,,7034704,9017584,72037258,89089546,411718,89501264,93900248
733,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890200685,PENAGOS HERMANOS S.A.S,2018-12-31,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 28 20 80,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Anterior,1074410,3028043,65899,,,4057133,,,8225485,,8225485,7091527,76780,,8003,67198009,,2613054,,186662,,,517,,77174552,85400037,36766,13108,49874,1144163,108211,,,1302248,,1302248,,,,,728191,,,9516,737707,2039955,1000000,,,,,5576101,7305786,69302519,83184406,175676,83360082,85400037
734,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890200877,"URBANIZADORA DAVID PUYANA S.A., EN REORGANIZACION",2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,CALLE 30 22-240 CAÑAVERAL,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Actual,21174336,54238485,356770308,8932673,0,0,,0,441115802,305813,441421615,50638737,33058017,0,2067534,3564300,0,21083026,0,381801,0,5147721,1759414,0,117700550,559122165,969041,0,969041,103328086,17154180,84392043,1440875,207284225,0,207284225,113897,4955948,5069845,101933730,7207532,0,113662703,3909299,231783109,439067334,40814535,0,0,,3994211,0,52596115,10220858,107625719,12429112,120054831,559122165
735,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890200877,"URBANIZADORA DAVID PUYANA S.A., EN REORGANIZACION",2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,CALLE 30 22-240 CAÑAVERAL,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Anterior,8377689,54205416,370883144,8313127,0,0,0,0,441779376,0,441779376,48199815,33657667,0,2644967,3252399,0,25754362,0,481749,0,4074503,15169762,0,133235224,575014600,1939435,0,1939435,50404531,11677816,117150271,58956,181231009,0,181231009,116598,2427706,2544304,157350115,14471770,0,100051994,5963,274424146,455655155,40655461,0,0,,3423569,0,52755189,12509222,109343441,10016004,119359445,575014600
736,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890203803,INDUSTRIA DE EJES Y TRANSMISIONES S.A.,2018-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,ZONA INDUSTRIAL GIRON KM 7 BRR RINCON DE GIRON,SANTANDER,GIRON-SANTANDER,Periodo Actual,14016423,14794622,15475842,2215435,,,,,46502322,,46502322,61250,15436381,,,,,3153020,,2977754,,65057,,,21693462,68195784,747793,,747793,11911083,39937,1299900,,13998713,,13998713,,,,10872591,637080,,,,11509671,25508384,3762408,338728,,,,,13444917,15202809,32748862,9938538,42687400,68195784
737,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890203803,INDUSTRIA DE EJES Y TRANSMISIONES S.A.,2018-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,ZONA INDUSTRIAL GIRON KM 7 BRR RINCON DE GIRON,SANTANDER,GIRON-SANTANDER,Periodo Anterior,17250531,10350623,19285183,1312993,,,,,48199330,,48199330,63000,16820075,,64510,,,4346197,,2906754,,63157,,,24263693,72463023,825421,,825421,15453346,27479,2994417,,19300663,,19300663,,,,11309753,55865,,,,11365618,30666281,3762408,338728,,,,,13444917,14351462,31897515,9899227,41796742,72463023
738,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890204814,MANUFACTURAS Y PROCESOS INDUSTRIALES LTDA,2018-12-31,C1921 - Fabricación de productos de la refinación del petróleo,03. SOCIEDAD LIMITADA,KILOMETRO 2 ANILLO VILA  FLORIDABLANCA GIRON ECOPARQUE,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Actual,4622397,15526477,5547016,6073512,,470664,892846,,33132912,,33132912,,54208798,0,467059,,,,,186717,,,,,54862574,87995486,689484,38879,728363,5720035,543182,6124691,3983109,17099380,,17099380,188631,,188631,,8523965,,36741244,,45453840,62553220,5000000,,,,,,2500000,18014835,25514835,-72569,25442266,87995486
739,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890204814,MANUFACTURAS Y PROCESOS INDUSTRIALES LTDA,2018-12-31,C1921 - Fabricación de productos de la refinación del petróleo,03. SOCIEDAD LIMITADA,KILOMETRO 2 ANILLO VILA  FLORIDABLANCA GIRON ECOPARQUE,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Anterior,1645125,19029784,3662398,5041195,,519147,590766,,30488415,,30488415,,57906010,342201,931852,,,,,227221,,,,,59407284,89895699,775234,92902,868136,2979478,3178579,6176186,4622557,17824936,,17824936,189491,,189491,,8474109,,35625050,,44288650,62113586,5000000,,,,,,2500000,18744693,26244693,1537420,27782113,89895699
740,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890205142,DISTRIBUIDORA AVICOLA SAS,2018-12-31,A0145 - Cría de aves de corral,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 17 60 170 AUTOPISTA PALENQUE CHIMITA,SANTANDER,GIRON-SANTANDER,Periodo Actual,2326836,16492580,16467078,15891994,26641988,,,,77820476,,77820476,2197037,113766184,,11744225,,4009339,24076,,1484314,,,,,133225175,211045651,3598504,415132,4013636,105134729,1084865,27022051,117238,137372519,,137372519,,,,,8760005,,21965487,,30725492,168098011,21205366,9764777,,,,,5515192,915939,37401274,5546366,42947640,211045651
741,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890205142,DISTRIBUIDORA AVICOLA SAS,2018-12-31,A0145 - Cría de aves de corral,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 17 60 170 AUTOPISTA PALENQUE CHIMITA,SANTANDER,GIRON-SANTANDER,Periodo Anterior,1802614,27619541,15857598,15167241,26654271,,,,87101265,,87101265,,96356360,,652611,,3835462,117299,,,,,,,100961732,188062997,3166266,50600,3216866,86694767,1055425,22435551,,113402609,,113402609,,,,28367,10880560,,28161684,,39070611,152473220,21205366,9764777,,,,,5515192,5393195,41878530,-6288753,35589777,188062997
742,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890205584,CONSTRUCTORA IC PREFABRICADOS S.A. EN REORGANIZACION,2018-12-31,F4111 - Construcción de edificios residenciales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 38N 4AN 07,VALLE,CALI-VALLE,Periodo Actual,473913,10226410,13620717,,,8062872,,,32383912,,32383912,2439046,3066900,,696983,,,7155530,,502620,,26387707,,,40248786,72632698,719191,278187,997378,5476507,,17305043,,23778928,,23778928,,,,,624114,,,19297741,19921855,43700783,3069000,1253818,,,286007,2626684,1658726,18704480,27598715,1333200,28931915,72632698
743,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890205584,CONSTRUCTORA IC PREFABRICADOS S.A. EN REORGANIZACION,2018-12-31,F4111 - Construcción de edificios residenciales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 38N 4AN 07,VALLE,CALI-VALLE,Periodo Anterior,3696222,25096648,9850333,,,6960510,,,45603713,,45603713,2439046,3183919,,8742,,,803916,,153134,,25516461,,,32105218,77708931,748659,278187,1026846,5111986,,21511823,,27650655,,27650655,,,,,18248,,140000,22571105,22729353,50380008,3069000,1253818,,,210817,2626684,1658726,17176678,25995723,1333200,27328923,77708931
744,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890205645,MARVAL S.A.,2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,CRA 29 # 45 - 45 OFICINA 1801 BARRIO SOTOMAYOR,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Actual,106319742,50208747,1167447759,222117,,,72966423,,1397164788,,1397164788,421635639,30126348,,221657,32363369,,123136088,1012678085,1109378,,25346000,149429986,,1796046550,3193211338,443,6622799,6623242,342715326,6716300,22892,595315784,951393544,,951393544,79005,25762072,25841077,495548365,,,,,521389442,1472782986,11576087,147585,,,,,9714955,1339552179,1360990806,359437546,1720428352,3193211338
745,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890205645,MARVAL S.A.,2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,CRA 29 # 45 - 45 OFICINA 1801 BARRIO SOTOMAYOR,SANTANDER,BUCARAMANGA-SANTANDER,Periodo Anterior,83440202,41392561,993499428,3362466,,,52975679,,1174670336,,1174670336,422996107,32713624,,338572,27499421,,88250747,973241232,38937271,,26459070,147255415,,1757691459,2932361795,,6152233,6152233,275016076,8138459,6454,567861054,857174276,,857174276,57089,12732520,12789609,420439658,,,,,433229267,1290403543,11595287,147585,,,,,10184534,1272344082,1294271488,347686764,1641958252,2932361795
746,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890206351,SISTEMAS Y COMPUTADORES S.A.-,2018-12-31,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",01. SOCIEDAD ANÓNIMA,KM 2.176 ANILLO VIAL FLORIDABLANCA-GIRON TO SYC P 8 ECOPARQUE EMPRESARIAL NATURA,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Actual,101232458,13995185,974531,,,245534,2116335,,118564043,,118564043,,52492850,,639871,,,,,,,,543873,,53676594,172240637,,,,3483654,6434690,164483,8769245,18852072,,18852072,,,,,2725426,,109409,,2834835,21686907,2000000,,,,,9071349,1009400,138423121,150503870,49860,150553730,172240637
747,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890206351,SISTEMAS Y COMPUTADORES S.A.-,2018-12-31,"J6311 - Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",01. SOCIEDAD ANÓNIMA,KM 2.176 ANILLO VIAL FLORIDABLANCA-GIRON TO SYC P 8 ECOPARQUE EMPRESARIAL NATURA,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Anterior,86577908,24369611,1123816,,,399971,1259241,,113730547,,113730547,1513206,54579948,,722859,,,,,,,,561451,,57377464,171108011,,,,6170062,13705796,832290,7915983,28624131,,28624131,,,,,2342308,,201795,,2544103,31168234,2000000,,,,,6955920,1009400,129908805,139874125,65652,139939777,171108011
748,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890207037,AGROPECUARIA ALIAR S.A.,2018-12-31,A0144 - Cría de ganado porcino,01. SOCIEDAD ANÓNIMA,CALLE 29 No 25-72 CENTRO COMERCIAL CAÑAVERAL EDIFICIO URBANAS PISO 3,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Actual,4872316,10207919,92213609,8652065,93265396,6646708,289951,,216147964,,216147964,,657600544,,313405,,28602456,,,,,2791956,,,689308361,905456325,4272735,,4272735,131104371,512071,151674747,3860567,291424491,,291424491,,,,17594785,1770091,,373316342,,392681218,684105709,54881909,128215488,,,,,39117497,-864278,221350616,,221350616,905456325
749,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890207037,AGROPECUARIA ALIAR S.A.,2018-12-31,A0144 - Cría de ganado porcino,01. SOCIEDAD ANÓNIMA,CALLE 29 No 25-72 CENTRO COMERCIAL CAÑAVERAL EDIFICIO URBANAS PISO 3,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Anterior,1958723,8994767,63210939,6676914,87626424,5078102,195333,,173741202,,173741202,,597245815,,164009,,23420076,,,,,1889281,,,622719181,796460383,3232155,,3232155,108130653,419739,76645474,588178,189016199,,189016199,,11048561,11048561,17658234,588328,,390355191,,419650314,608666513,52650976,89823362,,,,,28073609,17245923,187793870,,187793870,796460383
750,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890212254,INRALE S.A.,2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,KM 2.176 ANILLO VIAL FLORIDABLANCA GIRON ECOPARQUE NATURA TO 1 OF 604,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Actual,141563,5282248,31484954,,,,,,36908765,,36908765,5897346,1894323,,630,,,170735,,,,13872102,189794,,22024930,58933695,,,,5222502,36903,819160,,6078565,,6078565,,,,27879886,,,21455077,,49334963,55413528,300000,,,,,,119497,3100670,3520167,,3520167,58933695
751,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890212254,INRALE S.A.,2018-12-31,F4111 - Construcción de edificios residenciales,01. SOCIEDAD ANÓNIMA,KM 2.176 ANILLO VIAL FLORIDABLANCA GIRON ECOPARQUE NATURA TO 1 OF 604,SANTANDER,FLORIDABLANCA-SANTANDER,Periodo Anterior,342312,4701594,30827352,,,,,,35871258,,35871258,3442430,2032756,,8570,169522,,,,9030,,7027224,10607,,12700139,48571397,,,,4141664,206940,1772513,446831,6567948,,6567948,,,,8991098,,,21351441,8564643,38907182,45475130,300000,,,,,,84212,2672444,3056656,39611,3096267,48571397
752,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300213,ALUMINIO NACIONAL S.A,2018-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,Cra 32 11 101,VALLE,YUMBO-VALLE,Periodo Actual,15732492,37800103,60632938,,,,394129,,114559662,,114559662,797915,102859534,,810846,,,1336244,,,,1976162,,,107780701,222340363,3794084,,3794084,42632167,,6614038,775464,53815753,,53815753,472830,,472830,,12586360,,60075967,1639613,74774770,128590523,11619893,26384457,,,,,17802942,37942548,93749840,,93749840,222340363
753,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300213,ALUMINIO NACIONAL S.A,2018-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,Cra 32 11 101,VALLE,YUMBO-VALLE,Periodo Anterior,8276000,40481670,61498586,,,,2009780,,112266036,,112266036,1820671,103976963,,246251,,,933121,,,,327915,,,107304921,219570957,2823352,,2823352,41481234,,3658802,1497524,49460912,,49460912,2000000,,2000000,,12683623,,63705835,,78389458,127850370,11552096,26384457,,,,,16381533,37402501,91720587,,91720587,219570957
754,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300346,ALMACENES LA 14 S A,2018-12-31,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",01. SOCIEDAD ANÓNIMA,CR 1 66 49 CALIMA CENTRO COMERCIAL 3 PISO CENT,VALLE,CALI-VALLE,Periodo Actual,52430000,40754000,88908000,0,,,74000,,182166000,199334000,381500000,598378000,1421595000,,18510000,,,10319000,,,26664000,,,,2075466000,2456966000,9645000,,9645000,326980000,24240000,153970000,18706000,533541000,,533541000,3525000,,3525000,12263000,86828000,,949894000,10752000,1063262000,1596803000,41000000,,,,,,152597000,173714000,367311000,492852000,860163000,2456966000
755,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300346,ALMACENES LA 14 S A,2018-12-31,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",01. SOCIEDAD ANÓNIMA,CR 1 66 49 CALIMA CENTRO COMERCIAL 3 PISO CENT,VALLE,CALI-VALLE,Periodo Anterior,52107000,44526000,129057000,0,,,66000,,225756000,0,225756000,2111288000,769345000,,20104000,,,8728000,,,27763000,,,,2937228000,3162984000,10171000,,10171000,369352000,10393000,139348000,13385000,542649000,,542649000,3859000,,3859000,11942000,96357000,,1036774000,17441000,1166373000,1709022000,41000000,,,,,,152597000,561069000,754666000,699296000,1453962000,3162984000
756,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300466,TECNOQUIMICAS S.A,2018-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,CRA. 6 No. 23-06,VALLE,CALI-VALLE,Periodo Actual,97004485,359548215,307328662,9997553,0,18363715,26635,,792269265,,792269265,38271845,875381996,81495940,238941672,3137766,,5034935,,,4122,83498,,,1242351774,2034621039,2180034,8051840,10231874,203877810,,161416397,23598660,399124741,,399124741,25987786,329622,26317408,46890817,83641781,,250614904,8006959,415471869,814596610,22203255,131393446,,,,224330042,593020984,248798726,1219746453,277976,1220024429,2034621039
757,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300466,TECNOQUIMICAS S.A,2018-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",01. SOCIEDAD ANÓNIMA,CRA. 6 No. 23-06,VALLE,CALI-VALLE,Periodo Anterior,105343456,305203589,223511690,19299273,0,1360220,945,,654719173,,654719173,55140769,760973777,27520431,204122433,3378082,,5144323,,,3784,83498,,,1056367097,1711086270,1613198,7699414,9312612,140586742,,135443062,20116282,305458698,,305458698,14537569,338021,14875590,4360372,87194469,,203873860,7216746,317521037,622979735,22203255,131393446,,,,222964772,503824583,207720479,1088106535,0,1088106535,1711086270
758,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300918,SAGER SA,2018-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 25 1 N 65,VALLE,CALI-VALLE,Periodo Actual,1130013,5661792,10506244,,,,2514787,,19812836,,19812836,,23873444,,9731968,,,,,629632,,,83805,,34318849,54131685,605044,121011,726055,3506820,325242,3498140,,8056257,,8056257,,,,,803701,,16999603,2725,17806029,25862286,12400000,,,,1144724,7838752,5592289,1293634,28269399,,28269399,54131685
759,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890300918,SAGER SA,2018-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,01. SOCIEDAD ANÓNIMA,CALLE 25 1 N 65,VALLE,CALI-VALLE,Periodo Anterior,2685326,5619508,10159316,,,,2609322,,21073472,,21073472,,20164092,,9730779,,,,,577258,,,113522,,30585651,51659123,770352,127740,898092,4528222,857153,5076154,,11359621,,11359621,,,,,791146,,14328513,102164,15221823,26581444,12400000,,,,812646,4776265,5041032,2047736,25077679,,25077679,51659123
760,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301443,AMALFI S.A.S.,2018-12-31,K6494 - Otras actividades de distribución de fondos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AVENIDA 3 OESTE 10 - 51,VALLE,CALI-VALLE,Periodo Actual,8448738,16406529,9965,1524526,3828637,4422197,,,34640592,273000,34913592,89497,17920064,,34574,169810278,,,,,,1838393702,,,2026248115,2061161707,363560,,363560,939485,,159638704,4012500,164954249,,164954249,,,,,658270,,,,658270,165612519,11252423,176788264,155004768,,,,1643859853,174285948,1851181720,44367468,1895549188,2061161707
761,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301443,AMALFI S.A.S.,2018-12-31,K6494 - Otras actividades de distribución de fondos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AVENIDA 3 OESTE 10 - 51,VALLE,CALI-VALLE,Periodo Anterior,79120731,35077574,64721,1535505,4168054,2102512,235408,,122304505,,122304505,362497,18023553,,46578,146392739,,,,,,2001064843,,,2165890210,2288194715,419207,,419207,871578,293887,202297932,1184025,205066629,,205066629,,,,,626553,,,,626553,205693182,11252423,176788264,155004768,,,,1444974185,564468847,2042478951,40022582,2082501533,2288194715
762,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301602,LLOREDA S A EN ACUERDO DE REESTRUCTURACION,2018-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,01. SOCIEDAD ANÓNIMA,CL 15 No 28 370,VALLE,CALI-VALLE,Periodo Actual,1357137,30879069,32107515,9382718,,,,,73726439,,73726439,95200837,175368284,,3754000,12762479,,143051,,4010378,,,,,291239029,364965468,3966302,6671694,10637996,77704221,7534903,36332526,,132209646,,132209646,9261001,,9261001,12413208,37728931,7062290,119073998,,185539428,317749074,74647265,122661532,,,,,10438420,-160574831,47172386,44008,47216394,364965468
763,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301602,LLOREDA S A EN ACUERDO DE REESTRUCTURACION,2018-12-31,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,01. SOCIEDAD ANÓNIMA,CL 15 No 28 370,VALLE,CALI-VALLE,Periodo Anterior,2780210,37276498,36628090,10654255,,,,,87339053,,87339053,97728411,182851610,,3697762,6141756,,203437,,4550997,,,,,295173973,382513026,4034861,3105711,7140572,76460891,11357422,77688762,,172647647,,172647647,9474126,,9474126,12625200,42394373,7142221,,83370091,155006011,327653658,74647265,122661532,,,,,11570360,-154056030,54823127,36241,54859368,382513026
764,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301868,ROY ALPHA SA,2018-12-31,C2740 - Fabricación de equipos eléctricos de iluminación,01. SOCIEDAD ANÓNIMA,CL 15 32 598,VALLE,YUMBO-VALLE,Periodo Actual,1606716,27167590,19333971,,,,,,48108277,,48108277,,8767006,,,,,,,,,,168906,,8935912,57044189,,,,10969244,3568106,13398389,,27935739,,27935739,,,,,515018,,1161557,235910,1912485,29848224,187121,1283311,,,,,15827366,9898167,27195965,,27195965,57044189
765,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301868,ROY ALPHA SA,2018-12-31,C2740 - Fabricación de equipos eléctricos de iluminación,01. SOCIEDAD ANÓNIMA,CL 15 32 598,VALLE,YUMBO-VALLE,Periodo Anterior,2498269,30571848,17797625,,,,,,50867742,,50867742,,8488159,,,,,,,,,,73156,,8561315,59429057,,,,17577340,3596259,12467813,,33641412,,33641412,,,,763203,680406,,527076,163974,2134659,35776071,187121,1253198,,,,,14115954,8096713,23652986,,23652986,59429057
766,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301886,FABRICA NACIONAL DE AUTOPARTES FANALCA S.A.,2018-12-31,C3091 - Fabricación de motocicletas,01. SOCIEDAD ANÓNIMA,CL 13  31A 80 ACOPI,VALLE,YUMBO-VALLE,Periodo Actual,29682808,240507155,270848777,31766963,0,2041606,11679388,0,586526697,3757156,590283853,38542384,210771705,1925000,58766889,128779009,0,98094682,0,15039845,0,2839036,21760000,0,576518550,1166802403,16970348,8842077,25812425,383004346,17252911,0,1514788,427584470,0,427584470,0,446381,446381,386249222,29812721,0,0,4320485,420828809,848413279,13000000,46411757,0,,0,5173585,192782583,42248500,299616425,18772699,318389124,1166802403
767,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301886,FABRICA NACIONAL DE AUTOPARTES FANALCA S.A.,2018-12-31,C3091 - Fabricación de motocicletas,01. SOCIEDAD ANÓNIMA,CL 13  31A 80 ACOPI,VALLE,YUMBO-VALLE,Periodo Anterior,20977447,191060619,246389796,24956958,,424840,2120893,,485930553,876177,486806730,36386373,185511706,1925000,65629602,126401755,,106772809,,12410463,,1363133,,,536400841,1023207571,14325697,8222612,22548309,286005911,17675194,1115159,424699,327769272,,327769272,,391195,391195,275610813,31284201,,3106473,,310392682,638161954,13000000,46411757,,,,2986116,277554697,25057868,365010438,20035179,385045617,1023207571
768,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890301960,CARVAJAL PULPA Y PAPEL S.A.,2018-12-31,C1701 - Fabricación de pulpas (pastas) celulósicas; papel y cartón,01. SOCIEDAD ANÓNIMA,KM 6 CARR ANTIGUA A YUMBO ,VALLE,YUMBO-VALLE,Periodo Actual,13670351,177729632,115107755,15997535,,,2434884,,324940157,,324940157,,509385077,,1852102,,,13365772,,,,,32830,,524635781,849575938,16166338,,16166338,142101035,18131500,30369943,,206768816,,206768816,4502930,,4502930,12816211,26571160,,192325139,495000,236710440,443479256,5966303,101397440,,,,,76422651,221943469,405729863,366819,406096682,849575938
