,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C (CIIU),Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
901,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900155619,ESPACIO Y ESTILO SAS,2020-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 7 74 21 PISO 6,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Anterior,15094758,4653575,99435,1857412,,109864,,,21815044,,21815044,119150165,763799,,2754,,,40865627,,2438343,,,,,163220688,185035732,225773,,225773,25236328,,17928638,6352,43397091,,43397091,,91079,91079,,,,106697171,,106788250,150185341,17162948,22487619,,,,,,-11589651,28060916,6789475,34850391,185035732
902,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900157949,MEJIA NUDOS & CIA SCA,2020-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 23 64B 33 TO GENSA OF 702,CALDAS,MANIZALES-CALDAS,Periodo Actual,2316080,31497555,21421369,3882363,,,,,59117367,,59117367,17100666,41453322,,173918,12278559,32886,,,,,352215,3454,,71395020,130512387,481674,,481674,23065686,3477210,19363586,565791,46953947,,46953947,317701,,317701,,1401036,,10922752,,12641489,59595436,25881,16302035,,,12637228,,145260,27234876,56345280,14571671,70916951,130512387
903,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900157949,MEJIA NUDOS & CIA SCA,2020-12-31,C2599 - Fabricación de otros productos elaborados de metal n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 23 64B 33 TO GENSA OF 702,CALDAS,MANIZALES-CALDAS,Periodo Anterior,1289121,30781641,36311238,5463376,,,,,73845376,,73845376,14935981,42138630,,94503,10788494,,,,,,72068,3451,,68033127,141878503,575140,,575140,11727497,2776690,50997943,881785,66959055,,66959055,317701,,317701,,1142214,,10026755,,11486670,78445725,25881,16302035,,,12708997,,145260,21237129,50419302,13013476,63432778,141878503
904,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900158685,CENTURY SPORTS SAS,2020-12-31,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,BG GUADALUPE VDA FUSCA KM 21 AUTONORTE,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Actual,34563979,4961695,64014216,2093643,,,114259,,105747792,,105747792,,267403944,,4071707,,,,,6474481,,,,,277950132,383697924,2307750,,2307750,112467445,6449,12631,6834600,121628875,,121628875,,1500745,1500745,,,,,246298379,247799124,369427999,10923243,,,,,,,-2808510,8114733,6155192,14269925,383697924
905,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900158685,CENTURY SPORTS SAS,2020-12-31,G4771 - Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel) en establecimientos especializados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,BG GUADALUPE VDA FUSCA KM 21 AUTONORTE,CUNDINAMARCA,CHIA-CUNDINAMARCA,Periodo Anterior,16422523,6765010,67738275,11861037,,,213217,,103000062,,103000062,,224676432,,1706458,,,,,2371289,,,,,228754179,331754241,2696131,,2696131,125146478,49637,55790,5723910,133671946,,133671946,,1630190,1630190,,,,,197565790,199195980,332867926,8229015,,,,,,,-17448640,-9219625,8105940,-1113685,331754241
906,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900166896,HINO MOTORS MANUFACTURING COLOMBIA S.A.,2020-12-31,C2910 - Fabricación de vehículos automotores y sus motores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,PAR INDUSTRIAL POTRERO CHICO VDA GRANDE LT 6 KM 1.5 VIA SIBERIA COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Actual,7092444,57673592,84619223,,,,,,149385259,,149385259,,57632443,,296776,,,,,,,,3943155,,61872374,211257633,,1412558,1412558,97863027,833185,39817000,1028466,140954236,,140954236,,,,,2732476,,,2914688,5647164,146601400,29873127,,,,,4969525,41984582,-12171001,64656233,,64656233,211257633
907,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900166896,HINO MOTORS MANUFACTURING COLOMBIA S.A.,2020-12-31,C2910 - Fabricación de vehículos automotores y sus motores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,PAR INDUSTRIAL POTRERO CHICO VDA GRANDE LT 6 KM 1.5 VIA SIBERIA COTA,CUNDINAMARCA,COTA-CUNDINAMARCA,Periodo Anterior,3783270,58439601,92789007,,,,,,155011878,,155011878,,57240205,,387098,,,,,,,,4876181,,62503484,217515362,,1211848,1211848,99982518,,21629124,1219044,124042534,,124042534,,,,,2743989,,,3657137,6401126,130443660,29873127,,,,,4969525,33616073,18612977,87071702,,87071702,217515362
908,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900179369,CONFIPETROL SAS,2020-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cra 15 98 26 of 401,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,51429719,174631431,6587391,,,908939,7913659,,241471139,,241471139,,65444681,13953133,0,,,,,3166891,,5481747,16463300,,104509752,345980891,,,,50441420,16386867,36123055,31285755,134237097,,134237097,,,,,,,60625101,,60625101,194862198,23621470,45464874,,,,1052297,13038457,67941595,151118693,,151118693,345980891
909,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900179369,CONFIPETROL SAS,2020-12-31,M7010 - Actividades de administración empresarial,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Cra 15 98 26 of 401,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,11106130,191511063,5643561,,,707294,12142768,,221110816,,221110816,,70693731,14554553,1878658,,,,,3279001,,6699341,18958944,,116064228,337175044,,,,55694859,17097261,43398896,28936027,145127043,,145127043,,,,,559329,,48697544,,49256873,194383916,23621470,45464874,,,,1051042,15433528,57220214,142791128,,142791128,337175044
910,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900189642,BAYPORT COLOMBIA S.A,2020-12-31,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,01. SOCIEDAD ANÓNIMA,Carrera 16 No. 97 - 46 / 40. Piso5. Edificio Torre 97,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,96878860,85773526,,13933500,,897174,,,197483060,,197483060,,1428438,,3901324,,,776494477,,3075064,,,,,784899303,982382363,,,,147536323,4826873,11434765,,163797961,,163797961,,,,649053054,,,,,649053054,812851015,8878633,180423553,,,,,,-19960444,169341742,189606,169531348,982382363
911,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900189642,BAYPORT COLOMBIA S.A,2020-12-31,K6619 - Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,01. SOCIEDAD ANÓNIMA,Carrera 16 No. 97 - 46 / 40. Piso5. Edificio Torre 97,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,73937589,97901869,,12155680,,1945644,,,185940782,,185940782,,2427287,,2948418,,,639979224,,2713461,,,,,648068390,834009172,,,,156966786,5259657,9738389,,171964832,,171964832,,,,10026,,500671807,,,500681833,672646665,6959795,182360440,,,,,,-28014112,161306123,56384,161362507,834009172
912,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900191557,INVERSIONES MOLANO CAMACHO S.C.A,2020-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 27 A 68 50,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,36993555,28585670,27236524,12329797,5115732,,2579539,,112840817,,112840817,72461107,283814590,,4935135,,,,,9260351,,413528,,,370884711,483725528,14258124,,14258124,39492483,11828675,41489948,100446,107169676,,107169676,4791900,1439351,6231251,,31703057,,85011543,,122945851,230115527,763006,60261020,,,70146335,,23650517,42168044,196988922,56621079,253610001,483725528
913,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900191557,INVERSIONES MOLANO CAMACHO S.C.A,2020-12-31,K6613 - Otras actividades relacionadas con el mercado de valores,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CRA 27 A 68 50,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,14221650,26023823,35198110,17906169,5231224,,2525832,,101106808,576394,101683202,74177388,296950161,,8091749,,,,,10572775,,399055,,,390191128,491874330,13167026,,13167026,55045264,10522725,27557360,85408,106377783,,106377783,4717950,588000,5305950,,33889461,,89835596,,129031007,235408790,763006,60261020,,,70143932,,30016024,38504341,199688323,56777217,256465540,491874330
914,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900192242,ESTUDIOS Y PROYECTOS DEL SOL S.A.S.,2020-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 26 No. 59 – 41 Oficina 902 - 903,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,162141000,136679000,,22895000,,239803000,4654000,,566172000,,566172000,1350000,49365000,101808000,672000,18944000,,786424000,,,,5241893000,4464000,,6204920000,6771092000,1698000,44086000,45784000,131708000,,15040000,39683000,232215000,,232215000,488000,28183000,28671000,1523592000,1000445000,,,82841000,2635549000,2867764000,238471000,455387000,,,,,726389000,-592747000,827500000,3075828000,3903328000,6771092000
915,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900192242,ESTUDIOS Y PROYECTOS DEL SOL S.A.S.,2020-12-31,F4210 - Construcción de carreteras y vías de ferrocarril,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 26 No. 59 – 41 Oficina 902 - 903,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,641711000,129323000,7883000,35802000,,409761000,59035000,,1283515000,,1283515000,1315000,83120000,106873000,1090000,144137000,,502024000,,202000,,6296635000,30710000,,7166106000,8449621000,7833000,28073000,35906000,366909000,,546000,51257000,454618000,,454618000,5767000,,5767000,2747798000,1079099000,,,723643000,4556307000,5010925000,238471000,455387000,,,,,418153000,335380000,1447391000,1991305000,3438696000,8449621000
916,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900192570,COMPAÑIA DE SERVICIOS E INVERSIONES ALPES SAS,2020-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 9 A 99 02 OF 806,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,12245519,180281,,4344840,,,475062,,17245702,,17245702,410014191,45818538,,,,,,,,,,,,455832729,473078431,,,,1429289,1617247,12030175,,15076711,,15076711,,,,,35349075,,232183000,,267532075,282608786,4200000,,,,,,131594149,54675496,190469645,,190469645,473078431
917,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900192570,COMPAÑIA DE SERVICIOS E INVERSIONES ALPES SAS,2020-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 9 A 99 02 OF 806,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,9205640,185629,,2305273,,,395199,,12091741,,12091741,243225096,41159731,,,,,,,,,,,,284384827,296476568,,,,6391311,1089668,19906500,,27387479,,27387479,,,,,33430539,,62316216,,95746755,123134234,4200000,,,,,,107093229,62049105,173342334,,173342334,296476568
918,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900193739,EXPLORACIONES CHOCO COLOMBIA S.A.S,2020-12-31,B0722 - Extracción de oro y otros metales preciosos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 14 85 68 OF 607,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,445152,394,,,,265522,,,711068,,711068,,74502,,14133875,,,,,4616063,184344,692640,63395421,,83096845,83807913,460880,,460880,260561,92232,,0,813673,,813673,,,,7261315,,,,,7261315,8074988,6092,46209664,,,,,165,-8393871,37822050,37910875,75732925,83807913
919,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900193739,EXPLORACIONES CHOCO COLOMBIA S.A.S,2020-12-31,B0722 - Extracción de oro y otros metales preciosos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 14 85 68 OF 607,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,447464,394,,,,232738,,,680596,,680596,,89285,,14133875,,,,,4756297,571491,704900,62401116,,82656964,83337560,301084,,301084,163332,49185,,83449,597050,,597050,,,,7261315,,,,,7261315,7858365,6092,46209664,,,,,165,-7774449,38441472,37037723,75479195,83337560
920,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900197394,INMOBILIARIA E INVERSIONES ISANT SAS,2020-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 7 SUR 42 70 OFC 1011,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,2899412,1076925,2526709,167241,,5587137,,,12257424,,12257424,9312718,2099829,,2356518,5177957,,,,2542749,,12167563,,,33657334,45914758,29094,8684,37778,1894152,8374,162,1599716,3540182,,3540182,,,,,1285241,,,,1285241,4825423,90564,31201768,,,,,7203035,497231,38992598,2096737,41089335,45914758
921,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900197394,INMOBILIARIA E INVERSIONES ISANT SAS,2020-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 7 SUR 42 70 OFC 1011,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,736260,4556779,2520461,149779,,5585779,,,13549058,,13549058,9238534,2704067,,2357840,6723397,,,,2402733,,12553891,,,35980462,49529520,14157,8667,22824,1817213,14020,,2330133,4184190,,4184190,,,,,1398715,,,,1398715,5582905,90564,31201768,,,,,7540775,2774632,41607739,2338876,43946615,49529520
922,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900208445,CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA SA,2020-12-31,C2393 - Fabricación de otros productos de cerámica y porcelana,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1 VIA SOPO-CANAVITA-VEREDA LA CAROLINA,CUNDINAMARCA,SOPO-CUNDINAMARCA,Periodo Actual,5893224,21577490,22873118,14041341,,607611,258723,,65251507,,65251507,,135212933,44323549,41250553,,,,,,,,,,220787035,286038542,1772684,708460,2481144,29276835,3800267,2004236,551400,38113882,,38113882,,,,,5377405,,118364099,,123741504,161855386,15900455,108900000,,,,,,-619250,124181205,1951,124183156,286038542
923,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900208445,CERAMICA SAN LORENZO INDUSTRIAL DE COLOMBIA SA,2020-12-31,C2393 - Fabricación de otros productos de cerámica y porcelana,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KM 1 VIA SOPO-CANAVITA-VEREDA LA CAROLINA,CUNDINAMARCA,SOPO-CUNDINAMARCA,Periodo Anterior,4448608,27654559,36193862,9972972,,1269903,171765,,79711669,,79711669,,143475095,44323549,41386033,,,,,,,,,,229184677,308896346,1795092,1004372,2799464,30729315,2666348,28497513,44686,64737326,,64737326,,,,,2465366,,119528856,,121994222,186731548,15900455,108900000,,,,,,-2637529,122162926,1872,122164798,308896346
924,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900210032,EVERIS SPAIN S.L. SUCURSAL EN COLOMBIA,2020-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,02. SUCURSAL EXTRANJERA,CLL 97A 13A 57,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,21732216,65102664,,12359892,,,7616722,,106811494,,106811494,,18154995,,545709,,,,4845134,,,,,,23545838,130357332,10256260,,10256260,35755456,,56591360,8764993,111368069,,111368069,,,,,,,9776767,,9776767,121144836,1814108,30527499,,,,,460603,-23589722,9212488,8,9212496,130357332
925,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900210032,EVERIS SPAIN S.L. SUCURSAL EN COLOMBIA,2020-12-31,J6202 - Actividades de consultoría informática y actividades de administración de instalaciones informáticas,02. SUCURSAL EXTRANJERA,CLL 97A 13A 57,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,6241158,66325181,,23827370,,,5310608,,101704317,,101704317,,22494662,,759391,,,,3435479,,,,,,26689532,128393849,9647019,,9647019,36586342,,55885598,8129764,110248723,,110248723,,,,,,,12156917,,12156917,122405640,1814108,30527499,,,,,359129,-26712528,5988208,1,5988209,128393849
926,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900210622,BRIGHTSTAR COMERCIALIZADORA SAS,2020-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 98 70 OF 604,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,1888040,67703349,11000871,22402699,,50617517,,,153612476,,153612476,,2827771,,907776,,,,,13380672,,,,,17116219,170728695,776776,6752126,7528902,40665359,2573019,42899475,,93666755,,93666755,,,,35238730,,,1232637,,36471367,130138122,5204592,103754203,,,,,,-95685217,13273578,27316995,40590573,170728695
927,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900210622,BRIGHTSTAR COMERCIALIZADORA SAS,2020-12-31,"G4652 - Comercio al por mayor de equipo, partes y piezas electrónicos y de telecomunicaciones",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 13 98 70 OF 604,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,1518500,125329748,71352263,30450762,,88062516,,,316713789,,316713789,,3299140,,587614,,,,,12251006,,,,,16137760,332851549,586715,3323899,3910614,80979390,11016721,92413660,,188320385,,188320385,,,,96600412,,,1537987,,98138399,286458784,5204592,103754203,,,,,,-89883025,19075770,27316995,46392765,332851549
928,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900220408,INVERSIONES TQ S.A.S.,2020-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 23 7-34,VALLE,CALI-VALLE,Periodo Actual,238276147,421390758,359593958,2632710,,35676844,29107,,1057599524,,1057599524,46356701,1076205349,81495940,237796641,6868569,,6403265,,344833,,,972907,,1456444205,2514043729,3250438,10346023,13596461,196371577,15851153,90288498,56093543,372201232,,372201232,29430357,1360219,30790576,13421084,79065043,,271646482,8259403,403182588,775383820,1515799,13186673,,,,305699822,947181707,386282787,1653866788,84793121,1738659909,2514043729
929,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900220408,INVERSIONES TQ S.A.S.,2020-12-31,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 23 7-34,VALLE,CALI-VALLE,Periodo Anterior,188853958,420874577,313022140,20339314,,21204211,13959,,964308159,,964308159,37393237,929290592,81495940,238398626,3043960,,5562918,,188498,,,901744,,1296275515,2260583674,3028916,8878581,11907497,212361434,10979074,50499285,60714112,346461402,,346461402,27691785,352675,28044460,23887809,69842931,,374160906,7799391,503735497,850196899,1515799,13186673,,,,241600521,782602436,299919914,1338825343,71561432,1410386775,2260583674
930,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900226948,LABORATORIOS SIEGFRIED SAS,2020-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 17 42 09,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,22327887,126710341,138525673,15618755,,,,,303182656,,303182656,,134505306,31624155,35424891,,,10545947,,22842832,,,,,234943131,538125787,,,,172016471,3911933,30201848,12478736,218608988,,218608988,,,,54611262,693038,,40972619,,96276919,314885907,17702616,103637359,,,37246593,,21008962,13748861,193344391,29895489,223239880,538125787
931,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900226948,LABORATORIOS SIEGFRIED SAS,2020-12-31,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 17 42 09,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,7981235,97649842,94529165,4588807,,,,,204749049,,204749049,,133247744,31322921,43078812,,,9242234,,20770712,,,,,237662423,442411472,,,,144031059,3382821,32158852,6016221,185588953,,185588953,,,,17837784,611477,,69932992,,88382253,273971206,17702616,103637359,,,32448938,,21008962,-20313285,154484590,13955676,168440266,442411472
932,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900241676,SKBERGÉ COLOMBIA S.A.S.,2020-12-31,G4511 - Comercio de vehículos automotores nuevos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CARRERA 45 No. 108-27 TORRE 2 OFICINA 805,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,27090257,39582305,75738686,24035889,,2584120,,,169031257,,169031257,,11403106,11987409,145311,,,,,5612513,,,,,29148339,198179596,1015106,1929557,2944663,63637146,9692717,29963252,,106237778,,106237778,,30000,30000,,,,40679914,,40709914,146947692,5974343,30640169,,,,,,14617392,51231904,,51231904,198179596
933,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900241676,SKBERGÉ COLOMBIA S.A.S.,2020-12-31,G4511 - Comercio de vehículos automotores nuevos,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,AV CARRERA 45 No. 108-27 TORRE 2 OFICINA 805,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,9843835,68616676,108104266,29752112,,1708774,554425,,218580088,,218580088,,41366554,11987409,73292,,,,,5866752,,,,,59294007,277874095,1704583,3241759,4946342,54917970,8177100,156410501,585837,225037750,,225037750,,30000,30000,,,,,,30000,225067750,5974343,30640169,,,,,,16191833,52806345,,52806345,277874095
934,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900243678,INVERSIONES NUEVO STIRO S.A.S,2020-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 12 B 37 31,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,1194452,,,57849,,,,,1252301,,1252301,63354252,10823,,,,,8253152,,,,52780,,,71671007,72923308,,,,,60228,2230,,62458,,62458,,,,5011229,3658143,,,,8669372,8731830,31536,1209,,,,,2153255,62005478,64191478,,64191478,72923308
935,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900243678,INVERSIONES NUEVO STIRO S.A.S,2020-12-31,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 12 B 37 31,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,2710045,,,73342,,,,,2783387,,2783387,61990540,15359,,,,,8516904,,,,71129,,,70593932,73377319,,,,,386859,1050,,387909,,387909,,,,6638074,3404882,,,,10042956,10430865,31536,1209,,,,,2153255,60760454,62946454,,62946454,73377319
936,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900277370,I SHOP COLOMBIA SAS,2020-12-31,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 12 # 97 80 PISO 3,BOGOTA D.C.,BOGOTA D.C.,Periodo Actual,35656864,10367011,86223298,11317159,,586481,,,144150813,,144150813,,13501578,,,,,37501724,,17204514,,160477436,,,228685252,372836065,1838357,3384800,5223157,154356474,2221531,29345912,,191147074,,191147074,,,,24113313,,,141473304,,165586617,356733691,4899658,39109823,,,,,102267,-28009374,16102374,,16102374,372836065
937,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900277370,I SHOP COLOMBIA SAS,2020-12-31,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 12 # 97 80 PISO 3,BOGOTA D.C.,BOGOTA D.C.,Periodo Anterior,6000546,10039778,86136460,14767009,,768654,,,117712447,,117712447,,15947386,,,,,40627680,,15074373,,191349597,,,262999036,380711483,3212526,1735167,4947693,136500560,2176092,34348340,13025,177985710,,177985710,,,,31336012,,,161364613,,192700625,370686335,4897658,20484523,,,,,633142,-15990175,10025148,,10025148,380711483
938,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",900306166,INVERSIONES Y ASESORIAS YERBABUENA S.A.S.,2020-12-31,"K6431 - Fideicomisos, fondos y entidades financieras similares",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 32 F 81-47,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,420332,1637173,,,3562185,10419933,1298,,16040921,,16040921,,22409863,,,,,,,,,1516007,11136,,23937006,39977927,,,,200671,384825,,196047,781543,,781543,,,,,2254168,,,1424458,3678626,4460169,566000,3839808,,,,21921637,,2633648,28961093,6556665,35517758,39977927
