,punto de entrada,formulario,NIT,Razón social de la sociedad,Fecha de Corte,Clasificación Industrial Internacional Uniforme Versión 4 A.C,Tipo societario,Dirección de notificación judicial registrada en Cámara de Comercio,Departamento de la dirección del domicilio,Ciudad de la dirección del domicilio,Periodo,Efectivo y equivalentes al efectivo,Cuentas comerciales por cobrar y otras cuentas por cobrar corrientes,Inventarios corrientes,"Activos por impuestos corrientes, corriente",Activos biológicos corrientes,Otros activos financieros corrientes,Otros activos no financieros corrientes,Activos corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo dicha garantía colateral,Total activos corrientes distintos de los activos no corrientes o grupo de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos no corrientes o grupos de activos para su disposición clasificados como mantenidos para la venta o como mantenidos para distribuir a los propietarios,Activos corrientes totales,Propiedad de inversión,"Propiedades, planta y equipo",Plusvalía,Activos intangibles distintos de la plusvalía,Inversiones contabilizadas utilizando el método de la participación,Activos biológicos no corrientes,Cuentas comerciales por cobrar y otras cuentas por cobrar no corrientes,Inventarios no corrientes,Activos por impuestos diferidos,"Activos por impuestos corrientes, no corriente",Otros activos financieros no corrientes,Otros activos no financieros no corrientes,Activos no corrientes distintos al efectivo pignorados como garantía colateral para las que el receptor de transferencias tiene derecho por contrato o costumbre a vender o pignorar de nuevo la garantía colateral,Total de activos no corrientes,Total de activos,Provisiones corrientes por beneficios a los empleados,Otras provisiones corrientes,Total provisiones corrientes,Cuentas por pagar comerciales y otras cuentas por pagar,"Pasivos por impuestos corrientes, corriente",Otros pasivos financieros corrientes,Otros pasivos no financieros corrientes,Total de pasivos corrientes distintos de los pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos incluidos en grupos de activos para su disposición clasificados como mantenidos para la venta,Pasivos corrientes totales,Provisiones no corrientes por beneficios a los empleados,Otras provisiones no corrientes,Total provisiones no corrientes,Cuentas comerciales por pagar y otras cuentas por pagar no corrientes,Pasivo por impuestos diferidos,"Pasivos por impuestos corrientes, no corriente",Otros pasivos financieros no corrientes,Otros pasivos no financieros no corrientes,Total de pasivos no corrientes,Total pasivos,Capital emitido,Prima de emisión,Acciones propias en cartera,Inversión suplementaria al capital asignado,Otras participaciones en el patrimonio,Superavit por revaluación,Otras reservas,Ganancias acumuladas,Total patrimonio atribuible a propietarios de la controladora,Participaciones no controladoras,Patrimonio total,Total de patrimonio y pasivos
810,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890904615,AUTOAMERICA SA,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CRA 50 35 50,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,7222848,14306145,17198937,,,,,,38727930,4732459,43460389,14309887,41379239,,,,,,,,,,9089104,,64778230,108238619,,,,5025063,5646631,24653228,1689044,37013966,,37013966,,,,,849947,,,20566347,21416294,58430260,2295000,,,,,11273940,6508230,29731189,49808359,,49808359,108238619
811,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890904615,AUTOAMERICA SA,2019-12-31,G4511 - Comercio de vehículos automotores nuevos,01. SOCIEDAD ANÓNIMA,CRA 50 35 50,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,4366032,13464107,12696747,,,21393,,,30548279,4732458,35280737,6222991,32039585,,,,,,,61005,,,8711801,,47035382,82316119,,,,5740712,6569665,9705206,1442334,23457917,,23457917,,,,,1049783,,9702494,,10752277,34210194,2295000,,,,,11681631,6391597,27737697,48105925,,48105925,82316119
812,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890906197,UMO S.A,2019-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,CRA 48  14 86,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,227727,5312318,8490847,,,,454284,,14485176,,14485176,4762496,35911729,,,631170,,,,325794,,,900000,,42531189,57016365,,,,3198389,81740,6061925,3960696,13302750,,13302750,,,,,637439,,17443173,,18080612,31383362,1000000,,,,,21151514,2072297,1410406,25634217,-1214,25633003,57016365
813,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890906197,UMO S.A,2019-12-31,"C2930 - Fabricación de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",01. SOCIEDAD ANÓNIMA,CRA 48  14 86,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,347322,6279707,8501555,,,,491857,,15620441,,15620441,8745846,31149306,,,654033,,,,325794,,,900000,,41774979,57395420,,,,3920726,200344,7745254,3057144,14923468,,14923468,,,,,637439,,15475340,,16112779,31036247,1000000,,,,,22065227,2071979,1221413,26358619,554,26359173,57395420
814,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890906295,RESTREPO HERMANOS S.A.,2019-12-31,G4631 - Comercio al por mayor de productos alimenticios,01. SOCIEDAD ANÓNIMA,CALLE 49 SUR N 45 A 300 OF 1409 ED S48,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Actual,10502971,28969253,9034829,1583880,,1742683,77232,,51910848,0,51910848,46119446,101163740,,,6124843,,747694,,172904,,,,,154328627,206239475,3586059,386921,3972980,50052939,2443724,23831294,11736,80312673,,80312673,,68945,68945,1710380,9868849,,,,11648174,91960847,100000,2841073,,,,56509599,-3947163,-396191,55107318,59171310,114278628,206239475
815,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890906295,RESTREPO HERMANOS S.A.,2019-12-31,G4631 - Comercio al por mayor de productos alimenticios,01. SOCIEDAD ANÓNIMA,CALLE 49 SUR N 45 A 300 OF 1409 ED S48,ANTIOQUIA,ENVIGADO-ANTIOQUIA,Periodo Anterior,5704038,71264705,23928671,4895497,,1391517,95687,,107280115,0,107280115,49138445,100367578,,702185,,,843627,,2367422,,505417,,,153924674,261204789,1861384,596098,2457482,72729786,2714983,32392318,69244,110363813,,110363813,,,,1304551,14384229,,,,15688780,126052593,100000,2841073,,,,57004979,-4108925,4710284,60547411,74604785,135152196,261204789
816,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890907163,COMPAÑIA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.,2019-12-31,C1090 - Elaboración de alimentos preparados para animales,01. SOCIEDAD ANÓNIMA,CRA 49 23 45,ANTIOQUIA,BELLO-ANTIOQUIA,Periodo Actual,7680262,47170454,34307048,12321351,29620815,118959,846,,131219735,,131219735,2363034,62113571,,724075,,5800778,1725552,,,,,41900,,72768910,203988645,1773627,,1773627,104735302,569252,28196260,266683,135541124,,135541124,,,,,2767360,,36329357,,39096717,174637841,1510461,13758530,,,,,1580451,12501362,29350804,,29350804,203988645
817,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890907163,COMPAÑIA INDUSTRIAL DE PRODUCTOS AGROPECUARIOS S.A.,2019-12-31,C1090 - Elaboración de alimentos preparados para animales,01. SOCIEDAD ANÓNIMA,CRA 49 23 45,ANTIOQUIA,BELLO-ANTIOQUIA,Periodo Anterior,5869580,49695991,27660604,6790337,17733576,156459,2808634,,110715181,,110715181,2153034,42914235,,153148,,4413117,26724,,,,,41900,,49702158,160417339,1610673,,1610673,97185745,334832,28726866,473725,128331841,,128331841,,,,,2713679,,4138199,,6851878,135183719,1510461,13758530,,,,,1519512,8445117,25233620,,25233620,160417339
818,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890908649,SUN CHEMICAL COLOMBIA S.A.S.,2019-12-31,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 7D # 43A 99,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,9828534,94084696,86851024,6288305,,183836,1489149,,198725544,,198725544,,38028350,,118665,,,181971,,2114491,,890048,7552261,,48885786,247611330,3497387,,3497387,51053558,2504269,50815952,,107871166,,107871166,3573978,,3573978,,1296336,,55250384,,60120698,167991864,1307262,29255728,,,,,33614896,15441433,79619319,147,79619466,247611330
819,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890908649,SUN CHEMICAL COLOMBIA S.A.S.,2019-12-31,"C2022 - Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Calle 7D # 43A 99,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,9436516,78047031,84919283,6426353,,1354617,3534217,,183718017,,183718017,,36887046,,134795,,,551662,,1317566,,1073880,,,39964949,223682966,3201522,,3201522,43787607,2352014,46272950,,95614093,,95614093,3237193,,3237193,,1419535,,48327694,,52984422,148598515,1307262,29255728,,,,,31468883,13052440,75084313,138,75084451,223682966
820,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890910354,CELSA S.A.S.,2019-12-31,C2740 - Fabricación de equipos eléctricos de iluminación,01. SOCIEDAD ANÓNIMA,AUT MEDELLIN - BOGOTA KM 26 VDA LA HONDA PARQ INDUSTRIAL CINCUENTENARIO,ANTIOQUIA,GUARNE-ANTIOQUIA,Periodo Actual,3689996,44873737,38830613,5257032,,,,,92651378,0,92651378,1451768,53414172,0,60448,0,0,0,0,1063402,0,0,0,0,55989790,148641168,1109194,0,1109194,13911176,5380583,31655016,860652,52916621,0,52916621,16628,0,16628,9886309,0,0,8985575,4397523,23286035,76202656,3000000,0,0,0,0,13050113,12389203,39102071,67541387,4897125,72438512,148641168
821,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890910354,CELSA S.A.S.,2019-12-31,C2740 - Fabricación de equipos eléctricos de iluminación,01. SOCIEDAD ANÓNIMA,AUT MEDELLIN - BOGOTA KM 26 VDA LA HONDA PARQ INDUSTRIAL CINCUENTENARIO,ANTIOQUIA,GUARNE-ANTIOQUIA,Periodo Anterior,13303487,38529126,28268978,6088419,,,,,86190010,0,86190010,1454373,48760001,0,80184,0,0,0,0,1170223,0,0,0,0,51464781,137654791,1019334,0,1019334,16453511,6903655,29351406,986482,54714388,0,54714388,11475,0,11475,9964096,0,0,11679638,5286786,26941995,81656383,3000000,0,0,0,0,11607153,12389203,24338272,51334628,4663780,55998408,137654791
822,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890910447,SEDIC S.A,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. SOCIEDAD ANÓNIMA,Cra 30 # 7 AA 207 Piso 4,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,1413014,11037429,,,,,,,12450443,,12450443,,1613295,,94368,,,,,74289,,,,,1781952,14232395,1379271,344599,1723870,1347805,,2606236,,5677911,,5677911,,,,,199825,194444,,73057,467326,6145237,3305253,,,,,,939041,3842864,8087158,,8087158,14232395
823,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890910447,SEDIC S.A,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,01. SOCIEDAD ANÓNIMA,Cra 30 # 7 AA 207 Piso 4,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,19596,12104779,,,,,1500000,,13624375,,13624375,,1628471,,94368,,,,,163292,,,,,1886131,15510506,1578782,257377,1836159,2731490,,2696510,,7264159,,7264159,,126239,126239,,417127,250281,,51684,845331,8109490,3269184,,,,,,781313,3350519,7401016,,7401016,15510506
824,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890911327,ABRASIVOS DE COLOMBIA S.A.,2019-12-31,C2399 - Fabricación de otros productos minerales no metálicos n.c.p.,01. SOCIEDAD ANÓNIMA,KM 20 AUTP NORTE VIA GIRARDOTA,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,Periodo Actual,481222,31686423,15611732,2475172,,,319807,,50574356,,50574356,4842391,30141590,,2950086,,,,,,,,,,37934067,88508423,,,,11750792,17804,,13122946,24891542,,24891542,,,,,1474876,,,22375544,23850420,48741962,3600236,,,,,,3405568,32760657,39766461,,39766461,88508423
825,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890911327,ABRASIVOS DE COLOMBIA S.A.,2019-12-31,C2399 - Fabricación de otros productos minerales no metálicos n.c.p.,01. SOCIEDAD ANÓNIMA,KM 20 AUTP NORTE VIA GIRARDOTA,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,Periodo Anterior,712653,24731738,19846408,2950461,,,275078,,48516338,,48516338,4657578,23906000,,4103338,,,,,,,,,,32666916,81183254,,,,14110101,,,18444556,32554657,,32554657,,,,,2774439,,,10849806,13624245,46178902,3600236,,,,,,3405568,27998548,35004352,,35004352,81183254
826,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890911431,CONINSA RAMON H. S.A,2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,CL 55 45 55,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,77093329,149060534,328330220,,,93880917,202086,,648567086,,648567086,7006638,26836490,,24704259,,,17490318,,15088968,,4710109,,,95836782,744403868,6623802,10290924,16914726,197194514,3609277,104737197,84936070,407391784,,407391784,,,,,4688960,,107815245,,112504205,519895989,51619000,,,,,,107055943,40780501,199455444,25052435,224507879,744403868
827,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890911431,CONINSA RAMON H. S.A,2019-12-31,F4290 - Construcción de otras obras de ingeniería civil,01. SOCIEDAD ANÓNIMA,CL 55 45 55,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,45284369,147550484,360285485,,,71072560,381650,,624574548,,624574548,9609011,27567630,,33255604,,,27856753,,5527115,,4170076,,,107986189,732560737,6741288,6310020,13051308,178753768,2427137,122653461,115403953,432289627,,432289627,,,,,5039636,,90288908,,95328544,527618171,51619000,,,,,,91343495,38210957,181173452,23769114,204942566,732560737
828,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890914597,DIVERQUIN S.A.S.,2019-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 66 A 43 02 BG 107,ANTIOQUIA,ITAGUI-ANTIOQUIA,Periodo Actual,262892,15036906,9126575,,,162227,,,24588600,,24588600,,1945880,,,,,,,655653,,,,,2601533,27190133,207592,,207592,7762307,489924,3809741,,12269564,,12269564,,,,,1009865,,1079523,,2089388,14358952,951291,4021812,,,,,103386,7754692,12831181,,12831181,27190133
829,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890914597,DIVERQUIN S.A.S.,2019-12-31,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CL 66 A 43 02 BG 107,ANTIOQUIA,ITAGUI-ANTIOQUIA,Periodo Anterior,881614,10949773,7463352,,,2193,,,19296932,,19296932,,4661303,,,,,,,552913,,,,,5214216,24511148,201841,,201841,2679552,367524,6227511,,9476428,,9476428,,,,,908090,,323523,,1231613,10708041,951291,6687328,,,,,103386,6061102,13803107,,13803107,24511148
830,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890917295,COLORQUIMICA S.A.S,2019-12-31,C2029 - Fabricación de otros productos químicos n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 77 SUR N 53 51,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,Periodo Actual,11712000,62050000,64191000,,,,201000,,138154000,,138154000,5062351,93695000,,1786000,29330410,,5550000,,913000,,26892590,,,163229351,301383351,3094000,306000,3400000,23639000,8132000,43259000,1504000,79934000,,79934000,,,,,8419000,,6653000,119000,15191000,95125000,50000,,,,41893000,42207000,19317000,102791351,206258351,,206258351,301383351
831,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890917295,COLORQUIMICA S.A.S,2019-12-31,C2029 - Fabricación de otros productos químicos n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CALLE 77 SUR N 53 51,ANTIOQUIA,LA-ESTRELLA-ANTIOQUIA,Periodo Anterior,8360331,63508000,57903000,,,,222000,,129993331,,129993331,5021000,94312000,,144000,29330410,,6406000,,498000,,6763259,,,142474669,272468000,2520000,184000,2704000,31027000,2224000,48607000,650000,85212000,,85212000,,,,,8148000,,2595000,2183000,12926000,98138000,200000,,,,20296000,37620000,19361000,96853000,174330000,,174330000,272468000
832,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890917465,GRIFFITH FOODS S.A.S.,2019-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Autopista Medellín Bogotá kilometro 39,ANTIOQUIA,MARINILLA-ANTIOQUIA,Periodo Actual,22034397,31998016,14906725,,,,641226,,69580364,,69580364,,21612037,1777095,16316,,,1026944,,3102161,,,,,27534553,97114917,,,,27908377,1675545,1217735,5598776,36400433,,36400433,,,,2419995,,,3161306,,5581301,41981734,5476,,,,,,38221529,16409625,54636630,496553,55133183,97114917
833,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890917465,GRIFFITH FOODS S.A.S.,2019-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,Autopista Medellín Bogotá kilometro 39,ANTIOQUIA,MARINILLA-ANTIOQUIA,Periodo Anterior,13219308,27135269,13915853,,,,518044,,54788474,,54788474,,19018924,1641392,42627,,,141170,,2485587,,,,,23329700,78118174,,,,24827323,2604765,536395,4483817,32452300,,32452300,,,,2399769,,,141170,,2540939,34993239,5476,,,,,,31124865,11311042,42441383,683552,43124935,78118174
834,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890920304,PEPSICO ALIMENTOS COLOMBIA LTDA,2019-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,03. SOCIEDAD LIMITADA,CALLE 110 NO 9 -25,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,80238580,76697564,79075909,,,39063,2533981,,238585097,,238585097,,566078241,,16771489,,,906481,,,,169210,,,583925421,822510518,30235749,388784,30624533,207615289,2276000,19319554,22497325,282332701,,282332701,5020691,,5020691,1059245,19923769,,33635331,,59639036,341971737,21978710,5603483,,,7354919,,19473119,157999061,212409292,268129489,480538781,822510518
835,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890920304,PEPSICO ALIMENTOS COLOMBIA LTDA,2019-12-31,C1089 - Elaboración de otros productos alimenticios n.c.p.,03. SOCIEDAD LIMITADA,CALLE 110 NO 9 -25,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,69299762,96385963,71845171,,,522290,901799,,238954985,,238954985,,386665923,,19651142,,,1020070,,,,169320,,,407506455,646461440,26958672,2940081,29898753,159196920,4899356,,27397245,221392274,,221392274,4686698,,4686698,1063650,22713052,,,,28463400,249855674,21978710,5603483,,,5981377,,19917232,136757131,190237933,206367833,396605766,646461440
836,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890921335,LAUMAYER COLOMBIANA COMERCIALIZADORA SA,2019-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,CRA 50 C N° 10 SUR 61,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,847227,10284385,19131287,1876626,,49177,138223,,32326925,,32326925,83000,4030525,,,,,,,1614665,,21864,,,5750054,38076979,,,,2567995,1638930,11221936,1811823,17240684,,17240684,,,,,1266231,,4533601,,5799832,23040516,3300000,,,,,,1429661,9993314,14722975,313488,15036463,38076979
837,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890921335,LAUMAYER COLOMBIANA COMERCIALIZADORA SA,2019-12-31,G4690 - Comercio al por mayor no especializado,01. SOCIEDAD ANÓNIMA,CRA 50 C N° 10 SUR 61,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,1519018,10758382,22181221,973280,,2983,298011,,35732895,,35732895,83000,1232705,,2356,,,,,339430,,415,,,1657906,37390801,,,,4572485,899287,14330079,632576,20434427,,20434427,,,,,289635,,1571845,,1861480,22295907,3300000,,,,,,2135999,9478639,14914638,180256,15094894,37390801
838,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890921972,CARBE SAS,2019-12-31,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 11 #90 64 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Actual,383625732,631797346,656448340,145243399,117801337,24937075,37363723,0,1997216952,54257531,2051474483,522848223,7120361866,79212043,425090380,1000850856,71511966,38118098,0,102658024,0,341029701,41925693,0,9743606850,11795081333,127232348,21802133,149034481,889275815,67312388,632768957,236170784,1974562425,0,1974562425,263019131,52377599,315396730,118199711,800219020,0,1857581318,73619,3091470398,5066032823,130517533,129553228,0,0,0,5553806,2709926607,3295684209,6271235383,457813127,6729048510,11795081333
839,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890921972,CARBE SAS,2019-12-31,"C1104 - Elaboración de bebidas no alcohólicas, producción de aguas minerales y de otras aguas embotelladas",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,KR 11 #90 64 PISO 7,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,Periodo Anterior,262094733,556745098,669882291,124059345,101694577,25060243,31422086,0,1770958373,16045661,1787004034,497849888,7176580916,79690398,459946120,1022823938,66416962,19927085,0,58936144,0,121858501,39628118,0,9543658070,11330662104,120204599,19254901,139459500,888797938,67588332,620655241,157000427,1873501438,0,1873501438,250879814,43333127,294212941,97252497,784069135,0,1521360639,141500,2697036712,4570538150,130778198,126479950,0,0,0,5427029,2772171962,3285056877,6319914016,440209938,6760123954,11330662104
840,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890922265,HATCH S.A.S,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 75  48A 27,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,4234007,37195236,1267947,4510466,,60964,,,47268620,,47268620,,3384800,,,,,,,,,769324,,,4154124,51422744,1137463,74598,1212061,17807177,7949632,1712339,332085,29013294,,29013294,,,,,408605,,930075,412863,1751543,30764837,942259,,,,1049366,,9893497,9255681,21140803,-482896,20657907,51422744
841,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890922265,HATCH S.A.S,2019-12-31,M7110 - Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CARRERA 75  48A 27,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,1720385,12795715,5232683,1443632,,64197,,,21256612,,21256612,,2742013,,,,,,,,,,,,2742013,23998625,1121835,74598,1196433,7243739,1688810,922448,404274,11455704,,11455704,,,,,420143,,138434,262846,821423,12277127,942259,,,,1102481,,7666666,2226831,11938237,-216739,11721498,23998625
842,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890922549,PREMEX S.A.S.,2019-12-31,C1090 - Elaboración de alimentos preparados para animales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 50 2 SUR 251,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Actual,1209256,87031514,33132322,13732103,0,0,408571,0,135513766,0,135513766,13413977,85638997,0,551307,0,0,376083,0,1948605,0,48049378,175485,0,150153832,285667598,0,0,0,78241026,4257702,56023979,,138522707,,138522707,0,0,0,0,10086388,0,25829112,,35915500,174438207,2135749,9943213,0,0,0,28591460,47284008,23274961,111229391,0,111229391,285667598
843,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890922549,PREMEX S.A.S.,2019-12-31,C1090 - Elaboración de alimentos preparados para animales,08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 50 2 SUR 251,ANTIOQUIA,MEDELLIN-ANTIOQUIA,Periodo Anterior,1025449,74485437,41594622,12914745,0,0,413744,0,130433997,0,130433997,0,98054938,0,295610,0,0,319427,0,1972056,0,37535090,175485,0,138352606,268786603,0,0,0,90453695,4579199,34679788,,129712682,,129712682,0,0,0,0,9068075,0,33216848,,42284923,171997605,2135749,9943213,0,0,0,27274515,27175369,30260152,96788998,0,96788998,268786603
844,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890923937,PRODUCTORA DE SOFTWARE S A,2019-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 42 AUT SUR N 72 11 PISO 4,ANTIOQUIA,ITAGUI-ANTIOQUIA,Periodo Actual,19035630,29376829,9162,,,,473299,,48894920,,48894920,997760,8054871,,828042,,,,,513207,,,,,10393880,59288800,,,,15470701,,8087466,,23558167,,23558167,,,,1529076,,,775640,,2304716,25862883,200000,1941753,,,,,235406,31048758,33425917,,33425917,59288800
845,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890923937,PRODUCTORA DE SOFTWARE S A,2019-12-31,"J6201 - Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",08. SOCIEDAD POR ACCIONES SIMPLIFICADA SAS,CR 42 AUT SUR N 72 11 PISO 4,ANTIOQUIA,ITAGUI-ANTIOQUIA,Periodo Anterior,10597722,19674792,33557,,,,304402,,30610473,,30610473,701485,1146222,,773547,,,33073,,185810,,,,,2840137,33450610,,,,2731391,4527171,5300312,,12558874,,12558874,,,,2078922,313855,,631856,,3024633,15583507,200000,1941753,,,,,235406,15489944,17867103,,17867103,33450610
846,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890925108,PAPELES Y CARTONES S.A,2019-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",01. SOCIEDAD ANÓNIMA,TRONCAL DEL NORDESTE # 999-18,ANTIOQUIA,BARBOSA-ANTIOQUIA,Periodo Actual,4081090,117542752,34908826,,,,9819791,,166352459,,166352459,,220766218,,478466,29644711,,622973,,,,,,,251512368,417864827,3826267,,3826267,79822456,,3902738,10274304,97825765,,97825765,1797035,,1797035,,12267444,,23000834,918394,37983707,135809472,11426976,1656341,,,,,195356108,69105318,277544743,4510612,282055355,417864827
847,Plenas-Consolidados,"Estado de situación financiera, corriente/no corriente",890925108,PAPELES Y CARTONES S.A,2019-12-31,"C1702 - Fabricación de papel y cartón ondulado (corrugado); fabricación de envases, empaques y de embalajes de papel y cartón",01. SOCIEDAD ANÓNIMA,TRONCAL DEL NORDESTE # 999-18,ANTIOQUIA,BARBOSA-ANTIOQUIA,Periodo Anterior,4501013,108759131,30955056,,,,1467997,,145683197,28545,145711742,,190034933,,584436,28055781,,759674,,,,,,,219434824,365146566,3446744,,3446744,52678642,1131623,9918378,7222284,74397671,,74397671,1765077,,1765077,,11830138,,40501685,,54096900,128494571,11426976,1656341,,,,,163766045,56019677,232869039,3782956,236651995,365146566
